LOAN_NBR|BORROWER_ID|COBORROWER_ID|STATE|COUNTY|LOAN_AMT|UPB|MONTHLYPMT|INTEREST_AMT|PMT_METHOD|DUE_DT|TXN_DT|DT_SRCE_BEG|DT_SRCE_END|ACTIVE
0000000474|0000000474|0000000474|NM|North|626698149|624309966|25503|72498|ACH|2020-07-31|2018-07-16 17:53:49|2018-07-10 03:33:52|9999-12-31 00:00:00|A
0000000475|0000000475|0000000475|LA|Central|749644866|739231348|43637|55901|ACH|2025-08-31|2018-07-22 00:44:35|2018-07-06 21:44:30|9999-12-31 00:00:00|A
0000000476|0000000476|0000000476|NV|North|315480358|91117236|34842|76288|Wire|2018-07-31|2018-07-22 18:24:53|2018-07-03 23:21:43|9999-12-31 00:00:00|A
0000000477|0000000477|0000000477|SC|North|129677355|74754381|92008|69282|ACH|2025-11-30|2018-07-31 06:00:59|2018-07-25 02:21:07|9999-12-31 00:00:00|A
0000000478|0000000478|0000000478|NY|New York|519429213|430262988|29572|59625|Check|2018-05-31|2018-07-24 09:15:12|2018-07-17 00:50:34|9999-12-31 00:00:00|A
0000000479|0000000479|0000000479|OK|North|657693390|281724382|56960|9308|ACH|2019-09-30|2018-07-24 14:14:57|2018-07-17 08:39:07|9999-12-31 00:00:00|A
0000000480|0000000480|0000000480|FL|Hillsborough|543226421|139737677|25312|91588|Wire|2026-09-30|2018-07-14 11:20:50|2018-07-09 05:35:09|9999-12-31 00:00:00|A
0000000481|0000000481|0000000481|WY|North|637884501|442058668|60334|9772|ACH|2019-12-31|2018-07-22 14:06:41|2018-07-01 16:58:05|9999-12-31 00:00:00|A
0000000482|0000000482|0000000482|DE|Central|20720159|14473355|18201|22012|Internal Transfer|2018-10-31|2018-07-26 18:16:05|2018-07-07 21:57:41|9999-12-31 00:00:00|A
0000000483|0000000483|0000000483|KS|Central|234019947|10411240|58737|99254|Wire|2019-07-31|2018-07-12 10:17:05|2018-07-02 02:57:00|9999-12-31 00:00:00|A
0000000484|0000000484|0000000484|IN|South|496770244|251807215|30972|22562|ACH|2026-05-31|2018-07-09 17:53:05|2018-07-03 02:27:54|9999-12-31 00:00:00|A
0000000485|0000000485|0000000485|IL|Kane|380570500|138425498|25292|44584|Wire|2026-07-31|2018-07-25 02:58:42|2018-07-18 04:08:48|9999-12-31 00:00:00|A
0000000486|0000000486|0000000486|OH|Montgomery|324037623|226571250|8127|5117|Internal Transfer|2026-03-31|2018-07-03 14:16:18|2018-07-02 00:19:39|9999-12-31 00:00:00|A
0000000487|0000000487|0000000487|MD|Central|457471233|278555188|71639|69316|Internal Transfer|2026-11-30|2018-07-16 08:01:54|2018-07-12 12:01:06|9999-12-31 00:00:00|A
0000000488|0000000488|0000000488|WY|Central|820315561|176262699|92093|98289|Check|2023-03-31|2018-07-18 13:48:30|2018-07-16 23:54:22|9999-12-31 00:00:00|A
0000000489|0000000489|0000000489|HI|East|842629721|646462276|95621|21373|Wire|2022-12-31|2018-07-03 08:13:40|2018-07-03 08:08:02|9999-12-31 00:00:00|A
0000000490|0000000490|0000000490|VT|North|834766938|623266471|20649|28897|Wire|2025-02-28|2018-07-08 18:23:08|2018-07-01 21:54:58|9999-12-31 00:00:00|A
0000000491|0000000491|0000000491|IN|South|821827968|535213647|89408|9160|Wire|2021-07-31|2018-07-16 22:22:33|2018-07-10 16:16:47|9999-12-31 00:00:00|A
0000000492|0000000492|0000000492|LA|East|970568170|643928426|88582|93745|Internal Transfer|2023-02-28|2018-07-24 05:05:22|2018-07-14 21:20:28|9999-12-31 00:00:00|A
0000000493|0000000493|0000000493|SC|North|985087201|231311878|44163|42174|Internal Transfer|2023-04-30|2018-07-08 09:51:23|2018-07-05 10:16:01|9999-12-31 00:00:00|A
0000000494|0000000494|0000000494|ME|Central|649391997|172384167|84649|94541|Internal Transfer|2024-07-31|2018-07-14 06:42:21|2018-07-06 17:48:59|9999-12-31 00:00:00|A
0000000495|0000000495|0000000495|ND|West|944766442|404515693|42396|57098|Check|2026-12-31|2018-07-30 01:08:54|2018-07-11 00:51:38|9999-12-31 00:00:00|A
0000000496|0000000496|0000000496|NE|North|39191084|17511256|19439|73256|Wire|2021-03-31|2018-07-20 20:13:55|2018-07-12 06:52:42|9999-12-31 00:00:00|A
0000000497|0000000497|0000000497|VA|Central|721541279|687334560|10119|50411|Internal Transfer|2018-10-31|2018-07-27 08:17:01|2018-07-05 19:50:10|9999-12-31 00:00:00|A
0000000498|0000000498|0000000498|MN|Central|595601807|245902615|54438|59054|ACH|2025-09-30|2018-07-06 05:33:21|2018-07-02 04:44:09|9999-12-31 00:00:00|A
0000000499|0000000499|0000000499|ME|South|57721779|41334403|88496|5884|Internal Transfer|2019-03-31|2018-07-16 20:18:44|2018-07-01 01:04:43|9999-12-31 00:00:00|A
0000000500|0000000500|0000000500|KS|Central|690704192|171701385|22099|49181|Wire|2018-11-30|2018-07-06 07:04:23|2018-07-05 17:23:20|9999-12-31 00:00:00|A
0000000501|0000000501|0000000501|DC|South|825241655|227072950|83375|18748|ACH|2021-09-30|2018-07-19 05:28:34|2018-07-14 19:51:45|9999-12-31 00:00:00|A
0000000502|0000000502|0000000502|SD|East|130470454|102929182|99905|57711|Check|2019-04-30|2018-07-30 09:39:31|2018-07-27 01:17:22|9999-12-31 00:00:00|A
0000000503|0000000503|0000000503|MI|Kent|66153690|1199755|64658|62166|Internal Transfer|2020-04-30|2018-07-02 12:55:33|2018-07-01 21:11:45|9999-12-31 00:00:00|A
0000000504|0000000504|0000000504|MI|Macomb|651689269|458638306|20660|1077|Internal Transfer|2026-10-31|2018-07-24 13:19:35|2018-07-17 21:04:00|9999-12-31 00:00:00|A
0000000505|0000000505|0000000505|NJ|North|652350159|486903289|35678|15426|Internal Transfer|2020-05-31|2018-07-14 04:43:55|2018-07-10 08:29:43|9999-12-31 00:00:00|A
0000000506|0000000506|0000000506|KY|Central|113239567|17959655|47771|73670|Internal Transfer|2020-07-31|2018-07-24 06:30:01|2018-07-03 00:18:14|9999-12-31 00:00:00|A
0000000507|0000000507|0000000507|TX|Harris|854315752|82640857|55250|48757|Check|2023-06-30|2018-07-09 11:41:27|2018-07-04 02:41:43|9999-12-31 00:00:00|A
0000000508|0000000508|0000000508|WV|North|50990102|48894698|18248|8107|Wire|2026-11-30|2018-07-31 16:43:33|2018-07-09 16:03:12|9999-12-31 00:00:00|A
0000000509|0000000509|0000000509|PA|Delaware|976921344|376425393|91567|14439|Check|2020-09-30|2018-07-03 00:48:15|2018-07-02 05:14:51|9999-12-31 00:00:00|A
0000000510|0000000510|0000000510|AK|South|814287784|770675252|23187|66121|Wire|2021-02-28|2018-07-18 21:06:10|2018-07-11 09:25:21|9999-12-31 00:00:00|A
0000000511|0000000511|0000000511|NE|South|626044389|315248012|68620|13411|Wire|2021-06-30|2018-07-19 02:08:50|2018-07-09 16:29:04|9999-12-31 00:00:00|A
0000000512|0000000512|0000000512|IA|Central|253666579|84896076|60827|40746|Check|2023-02-28|2018-07-10 15:29:57|2018-07-07 23:22:59|9999-12-31 00:00:00|A
0000000513|0000000513|0000000513|VA|East|20314509|15932744|16515|88554|Internal Transfer|2024-04-30|2018-07-10 18:40:11|2018-07-05 11:34:47|9999-12-31 00:00:00|A
0000000514|0000000514|0000000514|CO|North|234519668|132482889|50378|31406|ACH|2018-10-31|2018-07-12 19:46:57|2018-07-08 18:39:15|9999-12-31 00:00:00|A
0000000515|0000000515|0000000515|MN|Central|417180576|162555509|93215|61948|Internal Transfer|2022-02-28|2018-07-06 17:13:37|2018-07-05 17:38:46|9999-12-31 00:00:00|A
0000000516|0000000516|0000000516|AR|East|486567647|288253993|7012|82694|Wire|2020-11-30|2018-07-24 06:13:33|2018-07-18 14:51:53|9999-12-31 00:00:00|A
0000000517|0000000517|0000000517|NH|South|298387453|18702968|75792|17562|ACH|2024-09-30|2018-07-26 18:07:43|2018-07-12 09:47:48|9999-12-31 00:00:00|A
0000000518|0000000518|0000000518|KS|Central|46915259|25414454|82264|60690|Wire|2020-06-30|2018-07-27 01:52:37|2018-07-17 15:33:17|9999-12-31 00:00:00|A
0000000519|0000000519|0000000519|AZ|South|803251235|738662565|37736|73462|ACH|2018-04-30|2018-07-22 07:27:16|2018-07-18 05:00:45|9999-12-31 00:00:00|A
0000000520|0000000520|0000000520|NE|South|861469767|301920234|4481|97467|Internal Transfer|2019-11-30|2018-07-08 05:41:17|2018-07-05 10:43:10|9999-12-31 00:00:00|A
0000000521|0000000521|0000000521|CT|West|600277936|585001200|61642|22899|ACH|2021-07-31|2018-07-29 14:21:08|2018-07-03 09:14:09|9999-12-31 00:00:00|A
0000000522|0000000522|0000000522|AL|East|800927887|96719560|65575|59872|ACH|2026-06-30|2018-07-28 13:56:44|2018-07-24 23:31:15|9999-12-31 00:00:00|A
0000000523|0000000523|0000000523|MO|Central|386895410|205234361|28665|67335|Check|2021-10-31|2018-07-06 03:21:30|2018-07-03 22:46:53|9999-12-31 00:00:00|A
0000000524|0000000524|0000000524|OH|Hamilton|826998757|556640521|79061|93010|Internal Transfer|2020-06-30|2018-07-07 02:31:05|2018-07-02 02:41:31|9999-12-31 00:00:00|A
0000000525|0000000525|0000000525|MO|Central|139264279|42462422|97732|96617|ACH|2021-05-31|2018-07-23 10:58:50|2018-07-04 06:45:59|9999-12-31 00:00:00|A
0000000526|0000000526|0000000526|SD|South|446721779|347280684|19778|87576|Internal Transfer|2022-02-28|2018-07-03 16:12:30|2018-07-01 04:23:35|9999-12-31 00:00:00|A
0000000527|0000000527|0000000527|CO|North|168965369|82861458|21870|65506|Wire|2024-05-31|2018-07-31 10:35:39|2018-07-01 10:19:06|9999-12-31 00:00:00|A
0000000528|0000000528|0000000528|MO|North|359688505|289264354|72246|39000|Internal Transfer|2024-08-31|2018-07-08 18:26:22|2018-07-01 02:07:05|9999-12-31 00:00:00|A
0000000529|0000000529|0000000529|CA|Santa Clara|744316303|574158182|8653|84783|ACH|2024-08-31|2018-07-11 04:12:19|2018-07-05 10:48:20|9999-12-31 00:00:00|A
0000000530|0000000530|0000000530|DC|Central|78999593|1009504|88608|91767|ACH|2019-08-31|2018-07-26 04:09:37|2018-07-24 09:51:58|9999-12-31 00:00:00|A
0000000531|0000000531|0000000531|PA|Philadelphia|708962161|381154584|8669|60786|Wire|2024-07-31|2018-07-18 02:30:16|2018-07-04 22:42:38|9999-12-31 00:00:00|A
0000000532|0000000532|0000000532|VT|Central|282450249|121930186|97911|96351|Internal Transfer|2022-10-31|2018-07-15 02:45:43|2018-07-05 13:29:36|9999-12-31 00:00:00|A
0000000533|0000000533|0000000533|ID|North|606799552|490213979|53343|49403|Wire|2023-08-31|2018-07-31 17:22:58|2018-07-21 06:25:22|9999-12-31 00:00:00|A
0000000534|0000000534|0000000534|WA|South|393180675|325041551|16326|92287|Wire|2024-09-30|2018-07-10 23:30:43|2018-07-08 14:00:54|9999-12-31 00:00:00|A
0000000535|0000000535|0000000535|WV|West|870050655|756853475|22447|13967|Wire|2021-12-31|2018-07-19 03:07:37|2018-07-02 10:17:53|9999-12-31 00:00:00|A
0000000536|0000000536|0000000536|UT|West|41614837|13902185|94213|2637|ACH|2025-12-31|2018-07-31 11:06:01|2018-07-07 23:46:49|9999-12-31 00:00:00|A
0000000537|0000000537|0000000537|NJ|East|787373962|543728849|71201|83477|Wire|2024-01-31|2018-07-04 01:55:35|2018-07-01 06:28:13|9999-12-31 00:00:00|A
0000000538|0000000538|0000000538|MT|West|48713754|32433404|35590|60539|Check|2024-10-31|2018-07-07 21:13:16|2018-07-02 15:30:34|9999-12-31 00:00:00|A
0000000539|0000000539|0000000539|HI|South|105998140|19316333|48528|78335|Check|2023-06-30|2018-07-04 12:42:40|2018-07-03 16:24:54|9999-12-31 00:00:00|A
0000000540|0000000540|0000000540|AZ|West|622487568|352415750|45854|88110|ACH|2026-12-31|2018-07-31 20:09:48|2018-07-08 02:41:14|9999-12-31 00:00:00|A
0000000541|0000000541|0000000541|VA|West|570617725|479029155|32707|51703|Internal Transfer|2021-09-30|2018-07-03 11:49:26|2018-07-02 01:38:29|9999-12-31 00:00:00|A
0000000542|0000000542|0000000542|ME|West|492809304|17060745|83967|16155|ACH|2020-12-31|2018-07-17 08:19:25|2018-07-04 23:01:00|9999-12-31 00:00:00|A
0000000543|0000000543|0000000543|NY|Queens|336753249|296024451|6708|76779|Check|2021-01-31|2018-07-09 13:04:21|2018-07-04 22:13:03|9999-12-31 00:00:00|A
0000000544|0000000544|0000000544|HI|South|305672784|183309254|86188|48826|Wire|2019-05-31|2018-07-30 09:03:18|2018-07-25 13:01:35|9999-12-31 00:00:00|A
0000000545|0000000545|0000000545|IN|North|348744712|244230766|83690|53735|Internal Transfer|2024-08-31|2018-07-17 15:03:45|2018-07-10 09:41:28|9999-12-31 00:00:00|A
0000000546|0000000546|0000000546|OR|North|321286761|280984153|46715|60686|ACH|2023-05-31|2018-07-09 04:14:46|2018-07-06 19:39:31|9999-12-31 00:00:00|A
0000000547|0000000547|0000000547|IA|Central|351341536|266139807|22717|98746|ACH|2026-07-31|2018-07-05 01:52:36|2018-07-04 11:48:19|9999-12-31 00:00:00|A
0000000548|0000000548|0000000548|MT|North|903378915|728591801|12285|59751|ACH|2024-09-30|2018-07-13 03:10:38|2018-07-11 05:52:54|9999-12-31 00:00:00|A
0000000549|0000000549|0000000549|NH|Central|414383183|142199921|9859|73200|ACH|2019-04-30|2018-07-01 23:00:02|2018-07-01 13:54:59|9999-12-31 00:00:00|A
0000000550|0000000550|0000000550|NM|North|978383792|135483167|70762|17793|Wire|2021-12-31|2018-07-08 20:09:52|2018-07-04 06:09:57|9999-12-31 00:00:00|A
0000000551|0000000551|0000000551|MA|North|816437157|335868879|84819|85353|Wire|2026-06-30|2018-07-02 16:02:45|2018-07-01 23:50:20|9999-12-31 00:00:00|A
0000000552|0000000552|0000000552|DE|West|85987816|22972908|55235|68882|ACH|2023-12-31|2018-07-01 12:13:17|2018-07-01 07:50:58|9999-12-31 00:00:00|A
0000000553|0000000553|0000000553|MS|South|299046151|86258503|14614|27561|Check|2022-04-30|2018-07-07 00:41:05|2018-07-05 18:29:56|9999-12-31 00:00:00|A
0000000554|0000000554|0000000554|AR|South|471028732|278613818|9143|16504|ACH|2022-01-31|2018-07-05 22:56:56|2018-07-01 00:09:27|9999-12-31 00:00:00|A
0000000555|0000000555|0000000555|IA|Central|655581191|251693063|88673|15744|Check|2026-11-30|2018-07-13 00:38:20|2018-07-09 13:32:20|9999-12-31 00:00:00|A
0000000556|0000000556|0000000556|ND|West|31806166|18800140|16121|48872|Internal Transfer|2023-08-31|2018-07-10 18:34:02|2018-07-06 08:59:03|9999-12-31 00:00:00|A
0000000557|0000000557|0000000557|IL|Will|126569846|69321290|10839|32778|Wire|2023-05-31|2018-07-26 02:23:37|2018-07-21 21:25:30|9999-12-31 00:00:00|A
0000000558|0000000558|0000000558|PA|Montgomery|453501493|126414851|93606|97050|Check|2020-04-30|2018-07-23 14:36:59|2018-07-20 16:43:40|9999-12-31 00:00:00|A
0000000559|0000000559|0000000559|SD|North|154087397|91819259|61373|6858|ACH|2021-11-30|2018-07-08 04:42:10|2018-07-06 23:33:37|9999-12-31 00:00:00|A
0000000560|0000000560|0000000560|NE|Central|712866671|651543991|16267|21258|Wire|2025-07-31|2018-07-12 12:23:25|2018-07-12 02:01:40|9999-12-31 00:00:00|A
0000000561|0000000561|0000000561|MO|East|593484741|192406417|82068|71390|ACH|2021-06-30|2018-07-04 14:28:00|2018-07-03 08:33:49|9999-12-31 00:00:00|A
0000000562|0000000562|0000000562|MN|East|931503879|316160915|64028|43762|Internal Transfer|2026-02-28|2018-07-07 18:58:19|2018-07-06 06:38:56|9999-12-31 00:00:00|A
0000000563|0000000563|0000000563|WY|East|934894601|691501263|62799|38922|Wire|2021-08-31|2018-07-12 12:21:45|2018-07-03 15:01:46|9999-12-31 00:00:00|A
0000000564|0000000564|0000000564|NM|West|362602419|266258660|57021|58637|Wire|2023-05-31|2018-07-07 09:23:34|2018-07-01 13:11:28|9999-12-31 00:00:00|A
0000000565|0000000565|0000000565|IN|West|371531001|11216222|8381|64670|Check|2021-08-31|2018-07-30 06:53:13|2018-07-24 17:38:09|9999-12-31 00:00:00|A
0000000566|0000000566|0000000566|SD|West|450757887|366692696|46201|21424|Internal Transfer|2019-03-31|2018-07-05 23:24:56|2018-07-03 14:14:26|9999-12-31 00:00:00|A
0000000567|0000000567|0000000567|AL|North|919951833|16139214|37382|10229|Wire|2021-04-30|2018-07-18 03:18:11|2018-07-11 10:08:41|9999-12-31 00:00:00|A
0000000568|0000000568|0000000568|AL|West|109273811|41461003|40254|75273|Wire|2025-12-31|2018-07-14 10:48:16|2018-07-03 21:36:32|9999-12-31 00:00:00|A
0000000569|0000000569|0000000569|NJ|North|837309082|797924272|9168|76846|Internal Transfer|2025-09-30|2018-07-24 22:49:20|2018-07-13 21:11:44|9999-12-31 00:00:00|A
0000000570|0000000570|0000000570|IL|Lake|401276874|320014066|48886|28846|Internal Transfer|2019-01-31|2018-07-13 00:46:09|2018-07-08 08:08:06|9999-12-31 00:00:00|A
0000000571|0000000571|0000000571|IA|Central|496373428|479261128|46445|72015|Wire|2018-06-30|2018-07-30 22:00:46|2018-07-08 07:52:59|9999-12-31 00:00:00|A
0000000572|0000000572|0000000572|AL|West|793279576|212331230|47460|38703|Check|2021-03-31|2018-07-25 06:36:46|2018-07-14 22:21:24|9999-12-31 00:00:00|A
0000000573|0000000573|0000000573|ME|Central|297820460|37266945|66274|5347|Internal Transfer|2024-03-31|2018-07-06 07:08:07|2018-07-06 06:44:29|9999-12-31 00:00:00|A
0000000574|0000000574|0000000574|GA|Cobb|847499963|752776193|16499|306|Internal Transfer|2023-04-30|2018-07-20 00:50:54|2018-07-01 20:04:13|9999-12-31 00:00:00|A
0000000575|0000000575|0000000575|AL|West|120189682|14955902|42506|29231|Internal Transfer|2022-05-31|2018-07-26 06:06:00|2018-07-26 03:19:54|9999-12-31 00:00:00|A
0000000576|0000000576|0000000576|MT|West|281564568|260358239|57890|99335|Check|2025-05-31|2018-07-27 03:41:08|2018-07-13 06:17:38|9999-12-31 00:00:00|A
0000000577|0000000577|0000000577|MA|Central|264845126|38718630|95425|84363|Wire|2019-11-30|2018-07-02 09:33:05|2018-07-01 13:23:16|9999-12-31 00:00:00|A
0000000578|0000000578|0000000578|LA|West|473198946|41107572|38497|30300|Internal Transfer|2025-10-31|2018-07-26 18:29:42|2018-07-26 02:00:21|9999-12-31 00:00:00|A
0000000579|0000000579|0000000579|UT|Central|596301487|247265717|76624|48603|Check|2026-10-31|2018-07-31 08:32:53|2018-07-22 18:28:20|9999-12-31 00:00:00|A
0000000580|0000000580|0000000580|TN|North|58739111|44768102|90015|74959|Check|2022-08-31|2018-07-22 04:24:21|2018-07-01 00:32:43|9999-12-31 00:00:00|A
0000000581|0000000581|0000000581|MD|South|306431444|47387080|89214|17571|ACH|2018-04-30|2018-07-12 21:13:10|2018-07-01 04:19:01|9999-12-31 00:00:00|A
0000000582|0000000582|0000000582|MS|South|208563198|133069474|53188|25563|Internal Transfer|2019-03-31|2018-07-18 12:07:14|2018-07-12 19:33:17|9999-12-31 00:00:00|A
0000000583|0000000583|0000000583|MT|Central|647919239|35640754|29083|57554|Internal Transfer|2019-06-30|2018-07-07 18:31:10|2018-07-03 10:45:48|9999-12-31 00:00:00|A
0000000584|0000000584|0000000584|SC|North|989524712|207589930|87974|54831|Check|2021-11-30|2018-07-07 02:01:36|2018-07-04 15:08:05|9999-12-31 00:00:00|A
0000000585|0000000585|0000000585|UT|East|605569273|338043120|97728|95910|Wire|2018-06-30|2018-07-30 19:31:01|2018-07-26 11:40:14|9999-12-31 00:00:00|A
0000000586|0000000586|0000000586|WI|South|634775247|414213298|73306|45759|Internal Transfer|2022-07-31|2018-07-28 23:08:00|2018-07-06 20:47:45|9999-12-31 00:00:00|A
0000000587|0000000587|0000000587|AR|East|166980841|5265895|23304|17544|Check|2019-10-31|2018-07-09 10:17:29|2018-07-03 17:36:16|9999-12-31 00:00:00|A
0000000588|0000000588|0000000588|NM|East|762643866|155423540|4529|98384|Check|2025-05-31|2018-07-23 12:45:07|2018-07-02 22:24:34|9999-12-31 00:00:00|A
0000000589|0000000589|0000000589|CO|East|710946200|345838522|95688|60800|Internal Transfer|2018-05-31|2018-07-01 02:24:24|2018-07-01 00:19:49|9999-12-31 00:00:00|A
0000000590|0000000590|0000000590|NY|Kings|947146382|647328053|21655|94432|ACH|2024-03-31|2018-07-12 22:19:33|2018-07-01 19:55:32|9999-12-31 00:00:00|A
0000000591|0000000591|0000000591|MI|Kent|722802135|288261695|83989|13637|Check|2026-08-31|2018-07-07 20:14:41|2018-07-05 07:08:18|9999-12-31 00:00:00|A
0000000592|0000000592|0000000592|WA|Central|539921737|445569799|5342|29692|Internal Transfer|2023-04-30|2018-07-21 01:14:58|2018-07-07 01:42:12|9999-12-31 00:00:00|A
0000000593|0000000593|0000000593|TN|East|907912500|900209040|29902|17180|ACH|2020-08-31|2018-07-07 02:57:09|2018-07-03 07:49:23|9999-12-31 00:00:00|A
0000000594|0000000594|0000000594|AR|Central|787263427|745084929|11659|42442|Check|2025-05-31|2018-07-24 14:45:58|2018-07-04 03:52:46|9999-12-31 00:00:00|A
0000000595|0000000595|0000000595|CO|North|789208353|308786162|53321|70946|Wire|2018-02-28|2018-07-28 13:18:37|2018-07-27 15:15:58|9999-12-31 00:00:00|A
0000000596|0000000596|0000000596|SC|North|598576227|507741036|94297|49015|Wire|2023-01-31|2018-07-28 05:45:12|2018-07-27 07:52:40|9999-12-31 00:00:00|A
0000000597|0000000597|0000000597|CO|Central|701385694|2639156|62201|48122|ACH|2018-04-30|2018-07-10 19:02:05|2018-07-06 08:59:01|9999-12-31 00:00:00|A
0000000598|0000000598|0000000598|SC|Central|609773746|103995171|69581|37322|ACH|2020-12-31|2018-07-24 22:15:34|2018-07-02 04:54:10|9999-12-31 00:00:00|A
0000000599|0000000599|0000000599|AL|West|463088012|59627243|68981|86176|Internal Transfer|2026-08-31|2018-07-10 11:07:55|2018-07-07 21:40:33|9999-12-31 00:00:00|A
0000000600|0000000600|0000000600|NH|South|144108078|143330545|89569|42281|Check|2026-03-31|2018-07-26 00:25:49|2018-07-12 04:46:24|9999-12-31 00:00:00|A
0000000601|0000000601|0000000601|AL|South|794785097|606025071|6963|63710|Check|2024-10-31|2018-07-24 08:37:01|2018-07-03 19:07:14|9999-12-31 00:00:00|A
0000000602|0000000602|0000000602|SD|North|793840307|159555721|84657|2499|Internal Transfer|2018-10-31|2018-07-21 18:19:35|2018-07-13 10:25:35|9999-12-31 00:00:00|A
0000000603|0000000603|0000000603|IA|North|334462638|257269087|74821|9583|Check|2025-03-31|2018-07-30 16:24:05|2018-07-21 06:41:39|9999-12-31 00:00:00|A
0000000604|0000000604|0000000604|FL|Palm Beach|725830777|285241146|10187|63277|Wire|2024-03-31|2018-07-27 04:16:11|2018-07-10 16:31:03|9999-12-31 00:00:00|A
0000000605|0000000605|0000000605|VA|North|638063485|474020502|97537|5314|Internal Transfer|2023-02-28|2018-07-22 10:54:47|2018-07-12 13:11:03|9999-12-31 00:00:00|A
0000000606|0000000606|0000000606|OK|Central|977941874|693205179|58659|46759|Check|2022-12-31|2018-07-24 07:26:28|2018-07-08 02:20:19|9999-12-31 00:00:00|A
0000000607|0000000607|0000000607|FL|Orange|472130037|257412217|46781|47869|Check|2026-11-30|2018-07-08 02:06:24|2018-07-03 05:46:59|9999-12-31 00:00:00|A
0000000608|0000000608|0000000608|HI|West|569809271|99804578|31900|76963|ACH|2026-06-30|2018-07-01 03:14:55|2018-07-01 03:12:16|9999-12-31 00:00:00|A
0000000609|0000000609|0000000609|GA|Fulton|465257568|446684486|41447|879|Check|2026-06-30|2018-07-19 00:30:40|2018-07-01 21:40:49|9999-12-31 00:00:00|A
0000000610|0000000610|0000000610|MN|North|738544164|575584852|46557|91935|Wire|2022-09-30|2018-07-12 07:32:50|2018-07-03 07:09:34|9999-12-31 00:00:00|A
0000000611|0000000611|0000000611|ND|South|145986682|128671914|66413|6666|Internal Transfer|2024-01-31|2018-07-24 19:09:36|2018-07-19 10:41:11|9999-12-31 00:00:00|A
0000000612|0000000612|0000000612|NV|South|61075333|47252905|96760|75666|Internal Transfer|2022-03-31|2018-07-29 03:00:33|2018-07-21 14:47:18|9999-12-31 00:00:00|A
0000000613|0000000613|0000000613|MI|Oakland|587942991|150493207|18988|68968|Wire|2022-06-30|2018-07-18 11:13:47|2018-07-09 00:21:03|9999-12-31 00:00:00|A
0000000614|0000000614|0000000614|KY|South|914478070|263361024|45218|10490|Check|2021-11-30|2018-07-19 22:42:27|2018-07-19 11:45:56|9999-12-31 00:00:00|A
0000000615|0000000615|0000000615|HI|West|47019925|27138560|41207|24259|Internal Transfer|2023-11-30|2018-07-06 14:35:24|2018-07-05 05:05:22|9999-12-31 00:00:00|A
0000000616|0000000616|0000000616|NE|South|571760556|512238261|66595|79014|Internal Transfer|2024-07-31|2018-07-24 17:11:24|2018-07-10 23:11:01|9999-12-31 00:00:00|A
0000000617|0000000617|0000000617|MI|Kent|801411105|622352890|33712|19822|ACH|2018-08-31|2018-07-11 19:54:04|2018-07-04 22:23:10|9999-12-31 00:00:00|A
0000000618|0000000618|0000000618|AK|North|660948648|529114962|50155|38417|Check|2026-05-31|2018-07-28 03:41:13|2018-07-18 08:03:34|9999-12-31 00:00:00|A
0000000619|0000000619|0000000619|WY|West|706904185|540574485|29057|66031|Wire|2024-09-30|2018-07-04 05:07:15|2018-07-02 08:50:16|9999-12-31 00:00:00|A
0000000620|0000000620|0000000620|HI|Central|840763349|543836129|63383|30367|Wire|2023-02-28|2018-07-20 01:33:55|2018-07-18 15:53:58|9999-12-31 00:00:00|A
0000000621|0000000621|0000000621|OH|Franklin|835650202|697502039|7516|15431|Check|2019-11-30|2018-07-12 18:14:55|2018-07-10 15:29:01|9999-12-31 00:00:00|A
0000000622|0000000622|0000000622|IL|DuPage|44563457|10371205|76519|43892|Wire|2021-02-28|2018-07-19 16:36:08|2018-07-16 07:37:40|9999-12-31 00:00:00|A
0000000623|0000000623|0000000623|IN|East|460979155|324194747|83387|53249|Internal Transfer|2019-03-31|2018-07-13 18:06:20|2018-07-10 15:02:11|9999-12-31 00:00:00|A
0000000624|0000000624|0000000624|VA|East|582623449|380629041|41392|97004|Check|2026-03-31|2018-07-04 03:33:03|2018-07-02 14:03:52|9999-12-31 00:00:00|A
0000000625|0000000625|0000000625|KY|East|897756747|274726109|68542|37055|Check|2023-04-30|2018-07-25 11:53:34|2018-07-17 01:14:18|9999-12-31 00:00:00|A
0000000626|0000000626|0000000626|IA|West|96278983|64137118|12741|50087|Wire|2020-08-31|2018-07-10 14:11:27|2018-07-07 01:59:18|9999-12-31 00:00:00|A
0000000627|0000000627|0000000627|OR|West|589788407|246634170|60390|12116|Wire|2019-06-30|2018-07-31 22:56:13|2018-07-12 18:35:28|9999-12-31 00:00:00|A
0000000628|0000000628|0000000628|TX|Tarrant|737122935|369184154|68718|6684|Wire|2020-06-30|2018-07-16 10:13:17|2018-07-15 13:45:18|9999-12-31 00:00:00|A
0000000629|0000000629|0000000629|NE|North|526066794|266365787|59900|80802|Internal Transfer|2021-02-28|2018-07-01 09:04:17|2018-07-01 01:25:35|9999-12-31 00:00:00|A
0000000630|0000000630|0000000630|IN|South|470656724|401794460|24941|62564|Wire|2024-07-31|2018-07-22 16:29:02|2018-07-09 15:45:16|9999-12-31 00:00:00|A
0000000631|0000000631|0000000631|SC|North|538863304|122216008|44980|55751|Wire|2023-06-30|2018-07-23 16:22:17|2018-07-10 02:17:02|9999-12-31 00:00:00|A
